Series Name,Series Code,Country Name,Country Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,Canada,CAN,3.700000048,4,4,4.300000191,4.400000095,..,..,..,..,3.5,3.299999952,3.400000095,3.799999952,..,3.5,..
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,Chad,TCD,..,..,..,..,..,..,8.687142372,..,..,..,..,..,..,..,..,..
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,Germany,DEU,..,..,..,..,..,1.52846539,..,..,..,..,..,..,..,..,..,..
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,Kenya,KEN,5.547819614,..,..,..,..,..,..,..,..,..,5.051606655,..,..,..,..,..
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,Mexico,MEX,..,..,..,3.586420059,..,..,..,2.507925987,..,2.612366438,..,1.551090598,..,..,..,..
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,United States,USA,5.667433739,5.417470455,..,4.559028625,4.695736408,..,4.723805428,4.994931221,4.772599697,4.896913528,4.398305893,4.467355728,..,..,4.305150032,..
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Australia,AUS,99.77814769,99.79977738,99.82125589,99.84255603,99.86367093,99.88315015,99.89196863,99.90076728,99.90958842,99.9614791,99.97000567,99.96997302,99.9699336,99.96989482,99.96985563,99.96981182
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Canada,CAN,99.23464422,99.23461957,99.23549716,99.23607708,99.23635504,99.23634886,99.23589396,99.23432608,99.23268617,99.23098502,99.22922139,99.22739547,99.22553764,99.22363119,99.22164984,99.22181066
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Chad,TCD,41.14046577,41.45868775,41.7757177,42.09069088,42.40402243,42.72317538,43.04789724,43.37833546,43.71380254,44.05402607,44.39909697,44.74869976,45.10250956,45.46056009,45.82211121,46.18753479
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Germany,DEU,100,99.9999976,100.0000024,100,100,100,100,100,100.0000024,100,100.0000024,99.99999762,99.99999764,99.99999765,100,100.0000023
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Kenya,KEN,51.02456418,51.76219866,52.49502118,53.22295134,53.94504418,54.66210303,55.37612789,56.08651459,56.79390352,57.49730086,58.19692798,58.89260448,59.58415166,60.27174819,60.95447666,61.63289158
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Mexico,MEX,93.09668937,93.71099729,94.32032157,94.90809059,95.36710258,95.82133427,96.27120298,96.71644433,97.15725463,97.5936259,98.02544354,98.45286453,98.87578129,99.26913243,99.47726394,99.67956828
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,Switzerland,CHE,99.99999835,100.0000033,100.0000016,99.9999984,99.99999842,100,100,100,100,100.000003,100,100.0000029,100,100,100,100.0000028
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,United States,USA,98.8536874,98.86083682,98.86794461,98.87501291,98.88203953,98.97895208,99.07488707,99.16968809,99.26337949,99.35588121,99.44715776,99.53713865,99.62581578,99.71312112,99.79904438,99.88352668
People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,"Venezuela, RB",VEN,96.34222361,96.16512875,95.98803389,95.81093903,95.63384417,95.45674931,95.27965445,95.10255959,94.92546473,94.74836987,94.57127501,94.39418015,94.21708529,94.03999043,93.86289557,93.68580071
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Australia,AUS,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238,99.99115238
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Canada,CAN,99.80519484,99.75033789,99.69595411,99.6414571,99.5868457,99.53213067,99.47721571,99.42171918,99.36619078,99.31064352,99.25507123,99.19947682,99.14388406,99.08828896,99.03268117,99.03286158
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Chad,TCD,10.0540648,10.09345288,10.13347221,10.1737152,10.25719015,10.35163901,10.45771327,10.57634299,10.70797494,10.85331183,11.01336536,11.18890461,11.38071688,11.58993917,11.81708026,12.06370114
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Germany,DEU,99.2211727,99.2217707,99.22237587,99.22296785,99.22355919,99.22414752,99.22473284,99.22476301,99.22479556,99.22482335,99.2248559,99.22492357,99.22503522,99.2251891,99.22538453,99.22561915
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Kenya,KEN,31.29814186,31.41057218,31.52040505,31.62759601,31.73199465,31.83365481,31.932772,32.02923088,32.12306456,32.21411259,32.30235103,32.38771068,32.47011972,32.54954127,32.62581333,32.69894486
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Mexico,MEX,81.27377788,82.07830717,82.87293106,83.65830449,84.43419231,85.20102819,85.95971004,86.70980432,87.45178303,88.18573213,88.91148404,89.62944687,90.33947554,91.04184497,91.73666093,92.42406261
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Switzerland,CHE,99.88103755,99.88106096,99.8810778,99.88109307,99.88111087,99.88113094,99.88400443,99.88687173,99.88973388,99.89259473,99.89544487,99.89829607,99.89987358,99.89987362,99.89987367,99.89987655
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,United States,USA,99.8817868,99.88154042,99.88129549,99.8810546,99.88081511,99.86076619,99.84103269,99.82162867,99.80256859,99.78386084,99.7655241,99.74755356,99.72996764,99.71277377,99.69599445,99.67961928
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,"Venezuela, RB",VEN,92.52921749,92.87647265,93.22634408,93.57886144,93.76129686,93.9429581,94.12461933,94.30628056,94.4879418,94.66960303,94.85126426,95.0329255,95.21458673,95.39624796,95.5779092,95.75957043
People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,Canada,CAN,98.24079534,98.29946776,98.35997369,98.41990954,98.47926264,98.53806358,98.59599042,98.65168006,98.70725106,98.76270793,98.81806216,98.87330686,98.92850562,98.98362633,99.03861451,99.03894727
People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,Chad,TCD,5.629369492,5.622973716,5.615456526,5.606561025,5.59641721,5.58746767,5.579809414,5.573681701,5.569050119,5.566019428,5.564838707,5.565620778,5.568481244,5.573686802,5.58120967,5.591479791
People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,Germany,DEU,99.84634449,99.85762525,99.8689132,99.88019395,99.89147711,99.90276026,99.91404342,99.92532657,99.93661213,99.94789288,99.95917842,99.97045681,99.98173998,99.99302315,99.9930255,99.99302783
People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,Mexico,MEX,40.35948897,40.5640574,40.76641554,40.96669575,41.16482643,41.36089371,41.55507773,41.74726437,41.93753836,42.12589627,42.31228861,42.49678317,42.67933349,42.84912192,42.93896105,43.02628491
People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,Switzerland,CHE,94.24814963,94.24815428,94.24815272,94.24814968,94.2481497,94.24815119,94.24815119,94.24815119,94.24815119,94.248154,94.24815119,94.24815394,94.24815119,94.24815119,94.24815119,94.24815385
People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,United States,USA,95.23581292,95.24582727,95.2557833,95.2656829,95.27552413,95.46778236,95.65914859,95.84939996,96.03857024,96.22654489,96.41326821,96.59863984,96.78265168,96.96518791,97.14624349,97.32571774
People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Australia,AUS,59.75580652,60.72271904,61.68963157,62.65654409,63.62345662,64.59036915,65.55728167,66.5241942,67.49110673,68.45801925,69.42493178,70.39184431,71.35875683,72.32566936,73.29258189,74.25949441
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Canada,CAN,78.8857635,79.28068911,79.67517216,80.06894984,80.46202275,80.85439848,81.24600912,81.636549,82.02636889,82.41547978,82.80387768,83.1915656,83.5785755,83.97367373,84.36813002,84.36839322
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Chad,TCD,8.712721622,8.735437119,8.758663425,8.782082065,8.834288152,8.895495427,8.966240509,9.047280285,9.138990094,9.241946941,9.356973052,9.484698858,9.625769072,9.781107203,9.951135834,10.13711759
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Germany,DEU,96.02317376,96.11381657,96.20450442,96.29508283,96.38563061,96.47614557,96.56662709,96.64418546,96.72174779,96.79930775,96.87687416,96.95542656,97.03491046,97.11539497,97.11994168,97.12541087
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Mexico,MEX,23.87717464,25.87350566,27.90436423,29.96951033,32.0685671,34.20129298,36.3676703,38.56730401,40.80011597,43.06591674,45.36435171,47.69541008,50.0587208,52.45421467,54.88172246,57.34110284
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,Switzerland,CHE,99.61608332,99.61636646,99.61664303,99.61691804,99.61718556,99.61746539,99.62057864,99.62366575,99.62673767,99.62981829,99.63288821,99.63594918,99.63774647,99.63810616,99.63862569,99.65155911
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,United States,USA,97.8283804,97.89264968,97.95699817,98.02142764,98.08593485,98.13517396,98.18494766,98.2352578,98.28612717,98.33755989,98.32452877,98.31176198,98.29928582,98.28709462,98.27522266,98.26364733
People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,"Venezuela, RB",VEN,21.81022469,21.56402461,21.31946637,21.07656859,20.72693561,20.93963143,21.15232725,21.36502306,21.57771888,21.7904147,22.00311052,22.21580634,22.42850216,22.64119797,22.85389379,23.06658961
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Australia,AUS,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Canada,CAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Chad,TCD,21.6,39.2,60.1,61.8,57,56.1,58,54.7,52.2,51.5,52.7,55.9,59.1,58.9,60.5,60.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Germany,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Kenya,KEN,59.5,59,55.6,56.4,55.6,53.8,52.7,51,50.7,49,43.4,41.1,39.3,39.2,36.9,36.4
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Mexico,MEX,9.3,8,8.2,9.3,9.7,7.2,6.9,8.1,8.2,8.3,8.1,5.9,5.5,5,5,5.2
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,Switzerland,CHE,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,United States,USA,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,"Venezuela, RB",VEN,18.3,10.2,8.8,8.8,9.5,9.6,9,8.5,8.2,8.9,9.1,9.3,10.1,10.6,11.4,11.5
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Australia,AUS,5.03000021,4.78000021,4.380000114,4.230000019,5.559999943,5.210000038,5.079999924,5.21999979,5.659999847,6.079999924,6.050000191,5.710000038,5.590000153,5.300000191,5.159999847,6.460000038
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Canada,CAN,6.760000229,6.320000172,6.039999962,6.139999866,8.340000153,8.06000042,7.510000229,7.289999962,7.070000172,6.909999847,6.909999847,7,6.340000153,5.829999924,5.659999847,9.460000038
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Chad,TCD,0.871999979,0.9100000262,0.9250000119,0.9419999719,0.9589999914,0.9639999866,1,1.006000042,1.029000044,1.046000004,1.07099998,1.103999972,1.118999958,1.129999995,1.123000026,1.741999984
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Germany,DEU,11.17000008,10.25,8.659999847,7.519999981,7.739999771,6.96999979,5.820000172,5.380000114,5.230000019,4.980000019,4.619999886,4.119999886,3.75,3.380000114,3.140000105,3.809999943
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Kenya,KEN,2.924000025,2.907000065,2.891000032,2.915999889,2.884000063,2.838999987,2.836999893,2.83100009,2.808000088,2.795000076,2.77699995,2.75999999,3.513000011,4.249000072,5.010000229,5.729000092
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Mexico,MEX,3.559999943,3.569999933,3.630000114,3.869999886,5.360000134,5.300000191,5.170000076,4.889999866,4.909999847,4.809999943,4.309999943,3.859999895,3.420000076,3.279999971,3.480000019,4.449999809
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,Switzerland,CHE,4.440000057,4,3.650000095,3.349999905,4.119999886,4.800000191,4.400000095,4.480000019,4.75,4.829999924,4.800000191,4.920000076,4.800000191,4.710000038,4.389999866,4.820000172
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,United States,USA,5.079999924,4.619999886,4.619999886,5.78000021,9.25,9.630000114,8.949999809,8.069999695,7.369999886,6.170000076,5.28000021,4.869999886,4.360000134,3.900000095,3.670000076,8.050000191
"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,"Venezuela, RB",VEN,10.65999985,8.609999657,7.28000021,6.25,6.099999905,7.110000134,6.900000095,6.599999905,7.539999962,6.863999844,6.079999924,5.320000172,5.050000191,5.021999836,5.096000195,6.626999855
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Australia,AUS,4.877999783,4.668000221,4.046999931,3.95600009,5.690999985,5.070000172,4.894000053,5.133999825,5.705999851,6.001999855,6.035999775,5.650000095,5.519999981,5.281000137,5.210999966,6.553999901
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Canada,CAN,7.017000198,6.521999836,6.383999825,6.572000027,9.532999992,8.793999672,7.959000111,7.71600008,7.497000217,7.377999783,7.461999893,7.681000233,6.781000137,6.138999939,6.03000021,9.526000023
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Chad,TCD,1.159000039,1.202999949,1.212000012,1.226999998,1.238999963,1.235999942,1.276000023,1.274000049,1.296000004,1.309000015,1.332999945,1.368000031,1.378000021,1.383999944,1.368000031,2.046000004
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Germany,DEU,11.39599991,10.31400013,8.545999527,7.414999962,8.102000237,7.368999958,6.02699995,5.551000118,5.499000072,5.282000065,4.968999863,4.451000214,4.129000187,3.789999962,3.493999958,4.196000099
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Kenya,KEN,2.693000078,2.680999994,2.670000076,2.698999882,2.671999931,2.632999897,2.635999918,2.634000063,2.617000103,2.608999968,2.595999956,2.584000111,3.315999985,4.032999992,4.772999763,5.477000237
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Mexico,MEX,3.368000031,3.388999939,3.41899991,3.779000044,5.363999844,5.369999886,5.191999912,4.894000053,4.883999825,4.788000107,4.228000164,3.829999924,3.312000036,3.188999891,3.457000017,4.666999817
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,Switzerland,CHE,3.89199996,3.40199995,2.930000067,2.819999933,3.773000002,4.474999905,4.070000172,4.274000168,4.602000237,4.690999985,4.702000141,4.84100008,4.572000027,4.366000175,4.109000206,4.660999775
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,United States,USA,5.065999985,4.614999771,4.724999905,6.092999935,10.27600002,10.50800037,9.37100029,8.227000237,7.627999783,6.262000084,5.367000103,4.93900013,4.40199995,3.950999975,3.720999956,7.796000004
"Unemployment, male (% of male labor force)",SL.UEM.TOTL.MA.ZS,"Venezuela, RB",VEN,10.03999996,8.112000465,7.046000004,6.265999794,6.186999798,7.21600008,6.698999882,6.267000198,6.828000069,6.366000175,5.800000191,5.260000229,4.524000168,4.505000114,4.605000019,6.071000099
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Australia,AUS,5.217999935,4.918000221,4.788000107,4.565000057,5.401000023,5.380000114,5.304999828,5.323999882,5.605999947,6.171999931,6.065999985,5.78000021,5.670000076,5.321000099,5.100999832,6.354000092
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Canada,CAN,6.46600008,6.092000008,5.652999878,5.65199995,7.005000114,7.243000031,7.008999825,6.816999912,6.597000122,6.388999939,6.291999817,6.241000175,5.850999832,5.488999844,5.25,9.38599968
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Chad,TCD,0.4950000048,0.5230000019,0.5410000086,0.5600000024,0.5780000091,0.5920000076,0.6200000048,0.6340000033,0.6560000181,0.6750000119,0.6980000138,0.726000011,0.7440000176,0.7599999905,0.7689999938,1.292999983
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Germany,DEU,10.89500046,10.17399979,8.795999527,7.644999981,7.311999798,6.499000072,5.578000069,5.181000233,4.919000149,4.631999969,4.218999863,3.740999937,3.316999912,2.910000086,2.73300004,3.375
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Kenya,KEN,3.161999941,3.140000105,3.119999886,3.140000105,3.102999926,3.052999973,3.046999931,3.036000013,3.007999897,2.99000001,2.967000008,2.944999933,3.717000008,4.47300005,5.251999855,5.989999771
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Mexico,MEX,3.90899992,3.890000105,4,4.028999805,5.354000092,5.179999828,5.131999969,4.883999825,4.953999996,4.84800005,4.447000027,3.910000086,3.601999998,3.428999901,3.51699996,4.097000122
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,Switzerland,CHE,5.092999935,4.711999893,4.511000156,3.970000029,4.524000168,5.184000015,4.789999962,4.72300005,4.922999859,4.991000175,4.913000107,5.011000156,5.063000202,5.105000019,4.709000111,5.000999928
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,United States,USA,5.096000195,4.625,4.495999813,5.414000034,8.059000015,8.609999657,8.461000443,7.887000084,7.068999767,6.061999798,5.177999973,4.789000034,4.311999798,3.84100008,3.611000061,8.345000267
"Unemployment, female (% of female labor force)",SL.UEM.TOTL.FE.ZS,"Venezuela, RB",VEN,11.63899994,9.392999649,7.645999908,6.225999832,5.967000008,6.946000099,7.209000111,7.105999947,8.597999573,7.609000206,6.501999855,5.409999847,5.870999813,5.866000175,5.998000145,7.656000137
Treatment for hypertension (% of adults ages 30-79 with hypertension),SH.HTN.TRET.ZS,Australia,AUS,51.9,52.8,53.4,53.9,54.1,54.1,54,53.7,53.2,52.5,51.7,50.9,49.9,48.9,48,
Treatment for hypertension (% of adults ages 30-79 with hypertension),SH.HTN.TRET.ZS,Canada,CAN,66.1,67.7,69.1,70.3,71.2,72.1,72.7,73.2,73.5,73.7,73.7,73.7,73.6,73.5,73.3,
Treatment for hypertension (% of adults ages 30-79 with hypertension),SH.HTN.TRET.ZS,Chad,TCD,13.5,14.1,14.8,15.5,16.2,17,17.7,18.5,19.3,20.1,20.9,21.8,22.7,23.6,24.5,
Treatment for hypertension (% of adults ages 30-79 with hypertension),SH.HTN.TRET.ZS,Germany,DEU,52.3,53.8,55.2,56.5,57.6,58.6,59.4,60.1,60.7,61.2,61.6,61.9,62.2,62.4,62.6,
Treatment for hypertension (% of adults ages 30-79 with hypertension),SH.HTN.TRET.ZS,Mexico,MEX,34.9,36.2,37.5,38.7,40,41.2,42.4,43.6,44.7,45.7,46.6,47.5,48.3,49.1,49.9,
Treatment for hypertension (% of adults ages 30-79 with hypertension),SH.HTN.TRET.ZS,Kenya,KEN,9.6,10,10.4,10.8,11.1,11.5,11.9,12.4,12.8,13.3,13.7,14.2,14.7,15.2,15.8,
Treatment for hypertension (% of adults ages 30-79 with hypertension),SH.HTN.TRET.ZS,Switzerland,CHE,44.8,46.2,47.5,48.7,49.8,50.8,51.7,52.5,53.2,53.8,54.3,54.8,55.3,55.7,56.1,
Treatment for hypertension (% of adults ages 30-79 with hypertension),SH.HTN.TRET.ZS,United States,USA,70.7,71.4,72,72.4,72.7,72.9,72.9,72.8,72.6,72.3,71.8,71.3,70.7,70.1,69.5,
Treatment for hypertension (% of adults ages 30-79 with hypertension),SH.HTN.TRET.ZS,"Venezuela, RB",VEN,45,46.6,48.2,49.8,51.4,52.9,54.4,55.8,57.1,58.2,59.3,60.3,61.3,62.2,63,
Prevalence of hypertension (% of adults ages 30-79),SH.HTN.PREV.ZS,Australia,AUS,29.7,29.7,29.6,29.5,29.5,29.5,29.4,29.4,29.3,29.3,29.3,29.3,29.2,29.2,29.3,
Prevalence of hypertension (% of adults ages 30-79),SH.HTN.PREV.ZS,Canada,CAN,26.2,25.9,25.6,25.2,24.9,24.6,24.3,24,23.7,23.4,23.1,22.9,22.6,22.4,22.1,
Prevalence of hypertension (% of adults ages 30-79),SH.HTN.PREV.ZS,Chad,TCD,39.4,39.6,39.7,39.7,39.7,39.6,39.5,39.3,39.1,38.9,38.7,38.5,38.3,38.1,37.9,
Prevalence of hypertension (% of adults ages 30-79),SH.HTN.PREV.ZS,Germany,DEU,37.4,36.8,36.2,35.7,35.2,34.6,34,33.4,32.8,32.2,31.7,31.2,30.7,30.2,29.7,
Prevalence of hypertension (% of adults ages 30-79),SH.HTN.PREV.ZS,Mexico,MEX,34.9,35,35,35.1,35.1,35,34.9,34.6,34.3,33.9,33.6,33.2,32.8,32.4,32.1,
Prevalence of hypertension (% of adults ages 30-79),SH.HTN.PREV.ZS,Kenya,KEN,37.1,37.3,37.3,37.3,37.3,37.1,36.8,36.5,36.1,35.7,35.2,34.7,34.2,33.7,33.2,
Prevalence of hypertension (% of adults ages 30-79),SH.HTN.PREV.ZS,Switzerland,CHE,29.2,28.8,28.3,27.9,27.4,26.9,26.3,25.7,25.1,24.5,24,23.4,22.9,22.4,21.9,
Prevalence of hypertension (% of adults ages 30-79),SH.HTN.PREV.ZS,United States,USA,31.7,31.8,31.8,31.9,31.9,31.9,31.8,31.8,31.7,31.7,31.6,31.6,31.6,31.6,31.6,
Prevalence of hypertension (% of adults ages 30-79),SH.HTN.PREV.ZS,"Venezuela, RB",VEN,39.1,39.3,39.4,39.5,39.6,39.7,39.7,39.7,39.7,39.7,39.6,39.5,39.5,39.5,39.4,
