Series Name,Series Code,Country Name,Country Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Age dependency ratio, young",SP.POP.DPND.YG,United States,USA,31.25583566,31.163237,30.95520281,30.68903221,30.44235985,30.24062943,30.01161754,29.75763923,29.50912526,29.27834196,29.06811045,28.84816957,28.69434541,28.57070148,28.43196029,28.26538933
"Age dependency ratio, young",SP.POP.DPND.YG,"Venezuela, RB",VEN,50.02668764,49.19883894,48.40861002,47.66643166,46.98098494,46.35046828,45.74830289,45.24854977,44.78215396,44.22529648,43.49171778,43.31822892,42.97506444,42.52066792,42.17021793,42.09501059
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Australia,AUS,12.8,12.9,14.1,14,13.9,13.7,13.6,13.7,13.3,13.2,12.9,12.9,12.6,12.6,12.1,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Canada,CAN,10.6,10.9,11.2,11.3,11.3,11.1,11,11,10.8,10.8,10.7,10.6,10.3,10.1,9.9,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Chad,TCD,49.325,48.848,48.327,47.772,47.194,46.603,46.01,45.42,44.841,44.276,43.73,43.201,42.683,42.172,41.665,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Germany,DEU,8.3,8.2,8.3,8.3,8.1,8.3,8.3,8.4,8.5,8.8,9,9.6,9.5,9.5,9.4,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Kenya,KEN,38.366,37.89,37.33,36.678,35.942,35.128,34.249,33.333,32.415,31.522,30.688,29.943,29.296,28.748,28.298,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Mexico,MEX,21.741,21.343,20.973,20.635,20.327,20.042,19.766,19.488,19.198,18.892,18.573,18.245,17.918,17.602,17.297,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,Switzerland,CHE,9.8,9.8,9.9,10,10.1,10.3,10.2,10.3,10.2,10.4,10.5,10.5,10.3,10.3,10,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,United States,USA,14,14.3,14.3,14,13.5,13,12.7,12.6,12.4,12.5,12.4,12.2,11.8,11.6,11.4,..
"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,"Venezuela, RB",VEN,22.22,21.928,21.642,21.36,21.078,20.786,20.474,20.137,19.775,19.394,19.002,18.61,18.232,17.881,17.566,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Australia,AUS,1.807,1.908,1.959,1.984,1.971,1.928,1.926,1.92,1.855,1.826,1.814,1.752,1.741,1.74,1.657,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1.5434,1.5862,1.6589,1.6808,1.668,1.6269,1.61,1.6142,1.587,1.5818,1.563,1.5433,1.4961,1.4988,1.4684,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,7.074,6.992,6.901,6.803,6.699,6.592,6.482,6.372,6.262,6.154,6.049,5.947,5.846,5.747,5.649,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1.34,1.33,1.37,1.38,1.36,1.39,1.39,1.41,1.42,1.47,1.5,1.6,1.57,1.57,1.54,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,4.843,4.767,4.682,4.587,4.482,4.369,4.248,4.123,3.999,3.879,3.765,3.663,3.572,3.492,3.423,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mexico,MEX,2.495,2.456,2.421,2.391,2.364,2.34,2.317,2.294,2.27,2.243,2.215,2.186,2.157,2.129,2.103,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,1.42,1.44,1.46,1.48,1.5,1.52,1.52,1.52,1.52,1.54,1.54,1.54,1.52,1.52,1.48,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,United States,USA,2.057,2.108,2.12,2.072,2.002,1.931,1.8945,1.8805,1.8575,1.8625,1.8435,1.8205,1.7655,1.7295,1.705,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Venezuela, RB",VEN,2.629,2.595,2.562,2.53,2.5,2.471,2.444,2.417,2.39,2.365,2.34,2.317,2.294,2.272,2.25,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Australia,AUS,6.4,6.4,6.7,6.7,6.5,6.5,6.6,6.6,6.4,6.6,6.6,6.6,6.5,6.3,6.7,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Canada,CAN,7.1,7,7.1,7.2,7.1,7,7.1,7.1,7.2,7.3,7.4,7.4,7.5,7.7,7.6,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Chad,TCD,16.636,16.295,15.909,15.489,15.047,14.598,14.161,13.752,13.38,13.053,12.77,12.527,12.309,12.104,11.907,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Germany,DEU,10.1,10,10.1,10.3,10.4,10.5,10.6,10.8,11.1,10.7,11.3,11.1,11.3,11.5,11.3,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Kenya,KEN,10.544,9.848,9.158,8.516,7.948,7.467,7.07,6.73,6.428,6.161,5.928,5.734,5.582,5.469,5.393,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Mexico,MEX,4.792,4.869,4.961,5.06,5.163,5.266,5.369,5.471,5.572,5.67,5.763,5.851,5.933,6.01,6.082,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,Switzerland,CHE,8.2,8.1,8.1,8,8.1,8,7.8,8,8,7.8,8.2,7.8,7.9,7.9,7.9,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,United States,USA,8.3,8.1,8,8.1,7.9,7.995,8.073,8.102,8.215,8.237,8.44,8.493,8.638,8.678,8.7,..
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,"Venezuela, RB",VEN,5.221,5.274,5.333,5.397,5.471,5.56,5.676,5.822,5.997,6.197,6.408,6.619,6.814,6.982,7.118,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Australia,AUS,30390,34150,37340,42360,44050,46690,50380,60260,66050,65180,60490,54090,51480,53070,54910,53690
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Canada,CAN,34810,38510,43090,45650,43230,44490,47190,51080,52800,52200,47590,43890,42900,45080,46550,43580
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Chad,TCD,470,530,630,700,830,910,890,960,970,980,880,730,640,680,700,630
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Germany,DEU,35710,38230,40440,43570,43520,44550,47220,46530,47190,47620,45750,44250,43710,47410,49140,47470
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Kenya,KEN,510,580,700,820,820,920,1000,1050,1110,1230,1300,1460,1510,1680,1830,1840
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Mexico,MEX,8050,8690,9250,9780,8820,9040,9310,10050,10270,10500,10160,9390,8920,9180,9470,8480
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Switzerland,CHE,63080,65590,64480,65260,72470,79850,82280,87770,91700,89400,87960,84420,81880,83280,84260,82620
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,United States,USA,46180,47850,48520,49090,47830,49140,50630,52780,53980,55800,56640,57130,59240,63490,65970,64530
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Venezuela, RB",VEN,4980,6130,7630,9400,10380,11810,11980,12710,11970,13080,..,..,..,..,..,..
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Australia,AUS,..,..,..,..,..,0.7548437715,..,..,..,..,..,..,0.803,0.7808339596,..,0.770239532
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Canada,CAN,..,..,..,..,..,0.7741037607,..,..,..,..,..,..,0.799,0.8000899553,..,0.7975201011
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Chad,TCD,..,..,..,..,..,0.2860746384,..,..,..,..,..,..,0.293,0.2990289927,..,0.2997827828
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Germany,DEU,..,..,..,..,..,0.7607402802,..,..,..,..,..,..,0.795,0.7637727857,..,0.7511624694
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,0.518,0.5421860814,..,0.5467525125
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Mexico,MEX,..,..,..,..,..,0.5891187787,..,..,..,..,..,..,0.607,0.611657083,..,0.6129498482
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,Switzerland,CHE,..,..,..,..,..,0.7681437135,..,..,..,..,..,..,0.767,0.7661076188,..,0.7561151385
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,United States,USA,..,..,..,..,..,0.6915081739,..,..,..,..,..,..,0.762,0.7136832476,..,0.7017643452
Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force, total",SL.TLF.TOTL.IN,Australia,AUS,10531732,10778084,10941713,11234490,11475961,11664656,11832782,11998883,12177653,12320637,12556562,12718524,12976329,13249617,13504175,13481621
"Labor force, total",SL.TLF.TOTL.IN,Canada,CAN,17821886,18030705,18379605,18667574,18799155,19001081,19147395,19322866,19546552,19629145,19747709,19955331,20218270,20396697,20788261,20492683
"Labor force, total",SL.TLF.TOTL.IN,Chad,TCD,3421436,3513870,3609400,3709120,3814334,3925808,4034855,4151116,4272988,4398728,4527305,4649302,4774387,4902823,5074502,5085739
"Labor force, total",SL.TLF.TOTL.IN,Germany,DEU,41232898,41686001,41856167,41910272,41974586,41963382,41720726,41825064,42181439,42438398,42654597,43551192,43789062,43884544,44351163,44120268
"Labor force, total",SL.TLF.TOTL.IN,Kenya,KEN,14988416,15477612,15959067,16446062,16962552,17521856,18106418,18741301,19416508,20115070,20829067,21570342,22251990,22946017,23658574,24134840
"Labor force, total",SL.TLF.TOTL.IN,Mexico,MEX,42869547,44352857,45304973,46199021,47176107,47982609,49035908,50512846,51318641,51780845,52732562,53507498,54096291,55190039,56596004,53080123
"Labor force, total",SL.TLF.TOTL.IN,Switzerland,CHE,4169947,4233097,4302621,4407074,4478038,4453227,4538630,4596661,4654480,4738681,4809451,4889972,4924149,4961213,4976748,4985008
"Labor force, total",SL.TLF.TOTL.IN,United States,USA,151976098,153855509,155224880,156907793,157079943,157111093,157163170,157841889,158252925,158910317,159912569,161836238,163395307,164634753,166355636,163738061
"Labor force, total",SL.TLF.TOTL.IN,"Venezuela, RB",VEN,11606475,11963899,12124615,12336408,12525010,12728031,12941283,13095403,13607727,13557468,13416397,13109698,12606669,11984547,10920757,10459875
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Australia,AUS,50.09516297,50.07165929,50.04010023,50.00928873,49.99058887,49.99084392,50.01227704,50.05031665,50.09644844,50.13919057,50.17087434,50.18947183,50.19795914,50.19962324,50.19953419,50.20123819
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Canada,CAN,50.42504405,50.41509059,50.40445577,50.39482101,50.38841089,50.38648435,50.38973738,50.39709174,50.40580896,50.41230542,50.41412656,50.41056603,50.40256216,50.39152995,50.37951633,50.36802481
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Chad,TCD,50.16658033,50.15569293,50.14500328,50.13486279,50.12598461,50.1185897,50.11283889,50.10837914,50.10472047,50.10124739,50.09745254,50.09335475,50.08908379,50.08489942,50.0810127,50.07767935
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Germany,DEU,51.13709235,51.10634439,51.07549861,51.04456135,51.01376625,50.98319434,50.95361388,50.92468839,50.89423358,50.85928278,50.81813263,50.76964836,50.71557087,50.66036737,50.60994494,50.56820134
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Kenya,KEN,50.38340722,50.3788689,50.37191455,50.36371144,50.35562251,50.34855488,50.34281827,50.33820877,50.33434984,50.33073082,50.32699652,50.32315913,50.3194491,50.31602039,50.31308556,50.31080335
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Mexico,MEX,51.09971257,51.108013,51.10265545,51.08954387,51.07679722,51.06991394,51.0703185,51.07590116,51.0841907,51.09154834,51.09549783,51.09567297,51.09327555,51.08928083,51.08513875,51.08187444
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Switzerland,CHE,51.04793431,51.00156732,50.94593515,50.88414717,50.82106306,50.75993696,50.70155665,50.64587864,50.5944227,50.54843387,50.50861329,50.47559552,50.44899966,50.42712466,50.40761295,50.38893687
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,United States,USA,50.65380201,50.64389646,50.63678471,50.6307101,50.62334814,50.61318905,50.59960338,50.58340493,50.56629629,50.55067347,50.53822117,50.5293128,50.52338227,50.52001465,50.51848721,50.51821564
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,"Venezuela, RB",VEN,49.94652973,49.9765849,50.00906318,50.04261678,50.07530588,50.10624143,50.13263178,50.15580113,50.18360671,50.22658044,50.29153648,50.38496714,50.50405272,50.6332598,50.74585417,50.81952443
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Australia,AUS,49.90483703,49.92834071,49.95989977,49.99071127,50.00941113,50.00915608,49.98772296,49.94968335,49.90355156,49.86080943,49.82912566,49.81052817,49.80204086,49.80037676,49.80046581,49.79876181
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Canada,CAN,49.57495595,49.58490941,49.59554423,49.60517899,49.61158911,49.61351565,49.61026262,49.60290826,49.59419104,49.58769458,49.58587344,49.58943397,49.59743784,49.60847005,49.62048367,49.63197519
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Chad,TCD,49.83341967,49.84430707,49.85499672,49.86513721,49.87401539,49.8814103,49.88716111,49.89162086,49.89527953,49.89875261,49.90254746,49.90664525,49.91091621,49.91510058,49.9189873,49.92232065
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Germany,DEU,48.86290765,48.89365561,48.92450139,48.95543865,48.98623375,49.01680566,49.04638612,49.07531161,49.10576642,49.14071722,49.18186737,49.23035164,49.28442913,49.33963263,49.39005506,49.43179866
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Kenya,KEN,49.61659278,49.6211311,49.62808545,49.63628856,49.64437749,49.65144512,49.65718173,49.66179123,49.66565016,49.66926918,49.67300348,49.67684087,49.6805509,49.68397961,49.68691444,49.68919665
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Mexico,MEX,48.90028743,48.891987,48.89734455,48.91045613,48.92320278,48.93008606,48.9296815,48.92409884,48.9158093,48.90845166,48.90450217,48.90432703,48.90672445,48.91071917,48.91486125,48.91812556
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,Switzerland,CHE,48.95206569,48.99843268,49.05406485,49.11585283,49.17893694,49.24006304,49.29844335,49.35412136,49.4055773,49.45156613,49.49138671,49.52440448,49.55100034,49.57287534,49.59238705,49.61106313
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,United States,USA,49.34619799,49.35610354,49.36321529,49.3692899,49.37665186,49.38681095,49.40039662,49.41659507,49.43370371,49.44932653,49.46177883,49.4706872,49.47661773,49.47998535,49.48151279,49.48178436
"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,"Venezuela, RB",VEN,50.05347027,50.0234151,49.99093682,49.95738322,49.92469412,49.89375857,49.86736822,49.84419887,49.81639329,49.77341956,49.70846352,49.61503286,49.49594728,49.3667402,49.25414583,49.18047557
"Population, total",SP.POP.TOTL,Australia,AUS,20394800,20697900,20827600,21249200,21691700,22031750,22340024,22733465,23128129,23475686,23815995,24190907,24601860,24982688,25365745,25687041
"Population, total",SP.POP.TOTL,Canada,CAN,32243753,32571174,32889025,33247118,33628895,34004889,34339328,34714222,35082954,35437435,35702908,36109487,36545295,37065178,37593384,38005238
"Population, total",SP.POP.TOTL,Chad,TCD,10096630,10457122,10818031,11183589,11560142,11952134,12360986,12784748,13220433,13663562,14110971,14561658,15016761,15477727,15946882,16425859
"Population, total",SP.POP.TOTL,Germany,DEU,82469422,82376451,82266372,82110097,81902307,81776930,80274983,80425823,80645605,80982500,81686611,82348669,82657002,82905782,83092962,83240525
"Population, total",SP.POP.TOTL,Kenya,KEN,36624897,37649039,38705934,39791984,40901798,42030684,43178270,44343469,45519986,46700063,47878339,49051531,50221146,51392570,52573967,53771300
"Population, total",SP.POP.TOTL,Mexico,MEX,106005199,107560155,109170503,110815272,112463886,114092961,115695468,117274156,118827158,120355137,121858251,123333379,124777326,126190782,127575529,128932753
"Population, total",SP.POP.TOTL,Switzerland,CHE,7437115,7483934,7551117,7647675,7743831,7824909,7912398,7996861,8089346,8188649,8282396,8373338,8451840,8514329,8575280,8636896
"Population, total",SP.POP.TOTL,United States,USA,295516599,298379912,301231207,304093966,306771529,309327143,311583481,313877662,316059947,318386329,320738994,323071755,325122128,326838199,328329953,329484123
"Population, total",SP.POP.TOTL,"Venezuela, RB",VEN,26432445,26850190,27247601,27635827,28031010,28439942,28887873,29360827,29781046,30042973,30081827,29851249,29402480,28887117,28515829,28435943
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,42.3,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Germany,DEU,12.5,15.2,15.2,15.5,15.6,15.8,16.1,16.1,16.7,16.7,16.5,16.1,16,14.8,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Kenya,KEN,46.8,..,..,..,..,..,..,..,..,..,36.1,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,41.9,..,43.9
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Switzerland,CHE,..,15,15.7,15.6,15,15,15.9,14.5,13.8,15.6,14.7,15.5,14.6,16,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB",VEN,42.4,33.1,27.5,27.7,26.4,26.8,27.4,27.2,29.4,29.5,33.1,..,..,..,..,..
