Series Name,Series Code,Country Name,Country Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Canada,CAN,77.9,78.1,78.3,78.5,78.8,79.1,79.4,79.6,79.7,79.8,79.9,79.9,79.9,80,80,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Chad,TCD,47.376,47.725,48.138,48.599,49.095,49.604,50.105,50.579,51.014,51.403,51.743,52.041,52.315,52.577,52.835,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Germany,DEU,76.2,76.4,76.9,77.2,77.3,77.5,77.9,78.1,78.1,78.7,78.3,78.6,78.7,78.6,78.6,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Kenya,KEN,52.819,54.217,55.592,56.864,57.982,58.933,59.74,60.466,61.158,61.822,62.452,63.031,63.539,63.965,64.313,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Mexico,MEX,72.575,72.532,72.447,72.342,72.233,72.135,72.056,71.997,71.958,71.943,71.954,71.99,72.046,72.118,72.203,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,Switzerland,CHE,78.7,79.1,79.4,79.7,79.8,80.1,80.5,80.6,80.7,81.1,80.8,81.7,81.6,81.9,81.9,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,United States,USA,75,75.2,75.5,75.6,76,76.2,76.3,76.4,76.4,76.5,76.3,76.1,76.1,76.2,76.3,..
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,"Venezuela, RB",VEN,69.104,69.186,69.26,69.326,69.379,69.405,69.388,69.321,69.205,69.05,68.871,68.687,68.523,68.398,68.327,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Australia,AUS,80.8414634146341,81.0414634146342,81.2926829268293,81.3951219512195,81.5439024390244,81.6951219512195,81.8951219512195,82.0463414634146,82.1487804878049,82.3,82.4,82.4487804878049,82.5,82.7487804878049,82.9,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Canada,CAN,80.1926829268293,80.3439024390244,80.5439024390244,80.6951219512195,80.9951219512195,81.2463414634146,81.4487804878049,81.6487804878049,81.7487804878049,81.8,81.9,81.9,81.9,82.0487804878049,82.0487804878049,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Chad,TCD,48.549,48.907,49.335,49.82,50.346,50.89,51.424,51.928,52.386,52.789,53.137,53.438,53.712,53.977,54.239,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Germany,DEU,78.9317073170732,79.1317073170732,79.5341463414634,79.7365853658537,79.8365853658537,79.9878048780488,80.4365853658537,80.5390243902439,80.490243902439,81.090243902439,80.6414634146341,80.990243902439,80.9926829268293,80.8926829268293,80.9414634146342,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kenya,KEN,54.732,56.093,57.463,58.76,59.932,60.959,61.851,62.659,63.419,64.135,64.798,65.393,65.909,66.342,66.699,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mexico,MEX,75.3,75.296,75.255,75.194,75.128,75.065,75.011,74.966,74.93,74.908,74.904,74.917,74.947,74.992,75.054,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Switzerland,CHE,81.2365853658537,81.490243902439,81.7414634146342,81.9926829268293,82.0439024390244,82.2463414634147,82.6951219512195,82.6975609756098,82.7975609756098,83.1975609756098,82.8975609756098,83.6024390243903,83.5512195121951,83.7536585365854,83.7048780487805,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United States,USA,77.4878048780488,77.6878048780488,77.9878048780488,78.0390243902439,78.390243902439,78.5414634146342,78.6414634146341,78.7414634146342,78.7414634146342,78.8414634146341,78.690243902439,78.5390243902439,78.5390243902439,78.6390243902439,78.7878048780488,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Venezuela, RB",VEN,72.852,72.938,73.01,73.071,73.116,73.134,73.11,73.037,72.918,72.762,72.584,72.405,72.246,72.128,72.064,..
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Australia,AUS,19.8147536937757,19.5903032319069,19.4006132238024,19.2575224722793,19.1428280208439,19.0323362392206,19.0358630297336,18.9858709074959,18.920548100954,18.8832384093454,18.8873399028652,18.9523083816846,19.0650374095674,19.1906170385658,19.2754467111674,19.2924250165216
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Canada,CAN,17.6759463416422,17.4009781544923,17.1356755017811,16.8917276022974,16.6764105106923,16.4885758761591,16.4152636142646,16.2967215823364,16.1672587173447,16.0615434965187,15.9914808682322,15.8980345295862,15.8700368165769,15.8702508744405,15.8458997418597,15.775252255078
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Chad,TCD,49.1454824593506,49.1923591993363,49.1671214632173,49.078408467837,48.9406665849491,48.7668564012324,48.6730998083487,48.5251803906999,48.3333790958284,48.103218442389,47.836666141071,47.6386483409172,47.4005732131307,47.126299988842,46.8209447417789,46.4902972531612
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Germany,DEU,14.4166321570007,14.171862690974,13.9833851371278,13.8393744870213,13.7067223060837,13.5683827540702,13.5092964210582,13.4268014618471,13.3310716177189,13.2520993334125,13.2169387291157,13.3152990382434,13.4506883625113,13.6210301045356,13.7994884756758,13.9555954528852
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Kenya,KEN,44.026971271863,43.8645369723042,43.7901921596927,43.7471585041217,43.6453175450112,43.4413498369619,43.1987369388596,42.843300908339,42.405707506776,41.932273955566,41.4432448111814,40.9019501816192,40.3500123513719,39.7821669340692,39.1933742576388,38.589603642806
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Mexico,MEX,31.8372080283644,31.4229229480549,30.9496158586868,30.4469110579534,29.9586186275066,29.507687516188,29.0769674281033,28.6998102864182,28.3549482428516,28.0063953735316,27.6359686677943,27.3048902837136,26.9392249508412,26.5568481908521,26.1851181506761,25.8352654581106
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,Switzerland,CHE,16.2893322373266,16.0171323035072,15.7475498813716,15.49153522036,15.2591335794173,15.0583421643237,14.9577487874023,14.8684467505793,14.8084235574885,14.7858969568859,14.7933263225771,14.8325574107715,14.8724946793942,14.9109547691069,14.9406758995806,14.9586313532815
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,United States,USA,20.8811342294238,20.8175274142624,20.6899078668217,20.5248388845019,20.3592671936831,20.2048008087726,20.0251330582403,19.8231699369023,19.6170488180396,19.4162424175389,19.2237265896844,19.0233424818483,18.8585280818274,18.7090399824651,18.54931712456,18.3717474214429
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,"Venezuela, RB",VEN,31.6895518602572,31.3013157372345,30.9253031733792,30.5659008203553,30.2269033554946,29.9074857401246,29.5955943313793,29.3271850526605,29.0708215696967,28.769088327092,28.3803986785511,28.2171520091869,27.9706197612419,27.6666505810652,27.4042252111976,27.2626753326952
"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,Australia,AUS,19.1071867029583,18.9164396981901,18.7623590068826,18.6533194952292,18.5698116473269,18.488043003743,18.4922276611797,18.4407031011471,18.3684559976343,18.3176363701062,18.3038447777423,18.373524696637,18.4875881382811,18.6121300328616,18.6952082807555,18.7104843462235
"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,Canada,CAN,17.0900880943055,16.8214572999572,16.5615472834195,16.3216886602335,16.1087254147818,15.9220651598145,15.852429788459,15.7374948919549,15.6137727310743,15.517273696321,15.4587384026344,15.3815360871829,15.3661988833804,15.3758687905652,15.3582066587081,15.2919790179674
"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,Chad,TCD,48.7455020933306,48.8103550116476,48.7993810535583,48.7241114795277,48.6016634352293,48.4459640271568,48.3591174732312,48.2223398160853,48.0437000806605,47.8254035612578,47.5677360937255,47.3680783250437,47.1271077851747,46.8496662282424,46.5422295012997,46.2113508059933
"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,Germany,DEU,13.7538885177665,13.5274826063565,13.354317894176,13.2232391389808,13.1026984973171,12.9761399112269,12.9129285479102,12.8310038309876,12.7388798824585,12.66468950665,12.6341718508855,12.722746562335,12.8520827570466,13.0200225199355,13.199735279212,13.360357952885
"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,Kenya,KEN,43.4592644147353,43.2864540605974,43.2008183856732,43.1470226618605,43.0374015208031,42.8300712196982,42.5853048498796,42.2344024928558,41.8060622666826,41.3429174340912,40.8628873248497,40.3283871354563,39.7788706772394,39.2117839198079,38.6263129411716,38.030160531048
"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,Mexico,MEX,30.6794103686226,30.2528304573587,29.7836459808422,29.2932173808232,28.8160021583849,28.3712440710831,27.9413934024759,27.5617911881821,27.2118058527731,26.8577395408258,26.4831729626456,26.1566104425369,25.7967274641313,25.421764240814,25.0591633209628,24.7198615234657
"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,Switzerland,CHE,15.5160233137744,15.2658072701757,15.0172874127426,14.7831422523918,14.5722749380339,14.3909015818137,14.3212239764568,14.2584618039931,14.2226015986296,14.2232677580505,14.2531140036262,14.3043709744074,14.3561036272831,14.4052109893371,14.4432770683723,14.4669878490336
"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,United States,USA,20.1281270547875,20.0731198792165,19.9549980938249,19.8006883221194,19.6459642296047,19.501338866698,19.3415591372676,19.1559776647866,18.9633278866872,18.7742938315682,18.5925591604973,18.4026326644684,18.2466676142417,18.1048535943438,17.9519833351839,17.7805292584803
"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,"Venezuela, RB",VEN,31.0350430147835,30.6340995414794,30.2440873401158,29.8702118507203,29.5166483882794,29.182819087414,28.8569435787296,28.5719262281445,28.297728709339,27.9797062312892,27.578813735271,27.3707024653766,27.084071295868,26.7442651479791,26.44505228221,26.2606540123733
"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,Australia,AUS,20.5249934235803,20.266136088406,20.0401118415676,19.8623989782604,19.7160406649596,19.5764254508288,19.5800122738441,19.5322981585254,19.4747845050253,19.4518930940458,19.4748500149471,19.5351757130762,19.6466541573169,19.7734175935011,19.8601484737331,19.8790892714762
"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,Canada,CAN,18.2718461775037,17.9902189483594,17.7192096573354,17.4709495776037,17.2530740552502,17.063916672884,16.9869552119333,16.8648432836135,16.7296304702345,16.6147105677467,16.5331235125927,16.4228655264258,16.3817881658405,16.3722009005922,16.3409259592649,16.2657006569124
"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,Chad,TCD,49.5481264419171,49.5768070786681,49.5369001223549,49.4346130838386,49.2813554818336,49.0892573885509,48.9884367988882,48.8293048636063,48.6242134312619,48.3821742820823,48.1066737255341,47.9102161963938,47.6749108706161,47.4038611014141,47.1005167751562,46.7700669620264
"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,Germany,DEU,15.110214508288,14.8453533816225,14.6400170844669,14.4816821731058,14.3356456311057,14.1843847218647,14.1286086782068,14.044615712536,13.94436528384,13.8597301066805,13.8190940782073,13.9263412606703,14.0667428041208,14.2382857454951,14.414197734909,14.5645184528236
"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,Kenya,KEN,44.6034360725656,44.451347747194,44.3882908305444,44.3559510925478,44.2618612162266,44.0611989874666,43.8205397182758,43.4603799396424,43.0133860455311,42.5294732875832,42.0312422409165,41.4830995913327,40.9286247749612,40.359860787282,39.7676023572429,39.1560507807934
"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,Mexico,MEX,33.0470871424722,32.6451510684972,32.1672571929773,31.6515429678329,31.1514608030561,30.6938295752371,30.2624241504383,29.8880543140811,29.5487834842769,29.206247421804,28.8404179663813,28.5044461063392,28.1325863481428,27.7423327775349,27.3609577607423,27.0000123352096
"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,Switzerland,CHE,17.095796460177,16.7987217194942,16.5053643326649,16.2249840812646,15.968752759571,15.7463362770729,15.6124311253246,15.4943183442675,15.4083994531527,15.3610512772681,15.3446419538896,15.3709438054911,15.3983644603301,15.4254503604966,15.4462887331332,15.4580207786013
"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,United States,USA,21.6540966834618,21.5812193485443,21.4435490470839,21.267240349515,21.0904012194301,20.9257300149773,20.7251314688219,20.5059359734318,20.2856385591052,20.0724561819967,19.8686305754807,19.6573709254641,19.4833737078997,19.3259514439618,19.1591807905675,18.9753495194608
"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,"Venezuela, RB",VEN,32.342674679351,31.9679836371268,31.606859858262,31.2628457375764,30.9393131364869,30.6352272724069,30.338474798242,30.0878960774583,29.8505652830109,29.566443518086,29.1913832036377,29.0767415762124,28.8746004613745,28.6112785495842,28.3909168295452,28.2980639448229
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Australia,AUS,12.8711244718399,12.9265995927274,12.9819293467348,13.0587388634746,13.1856542072768,13.3765558056607,13.6303082070145,13.9302883502879,14.2526570621872,14.5653171853498,14.8546106880091,15.1411186020755,15.4040208878559,15.6564752275591,15.9212017459054,16.2130580672445
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Canada,CAN,13.1175521289763,13.2686809629914,13.4366453478164,13.631937571582,13.8679313187456,14.1536509017159,14.4512175296451,14.8038988569679,15.2018464818976,15.6233662776347,16.0536348121597,16.4550097979977,16.8424915594931,17.2320066788651,17.6478968899213,18.1043615051754
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Chad,TCD,2.69631470213882,2.67313460182742,2.64788652715135,2.62044703363536,2.58925773175722,2.55443043820787,2.53131019440999,2.50363127945404,2.47640149153965,2.45575715739215,2.4447070454026,2.4538548489664,2.46671833784574,2.48051894434901,2.4916416230991,2.49857785258663
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Germany,DEU,18.8683245333634,19.3231838295421,19.7049478314074,20.0235137521453,20.3006080559174,20.5527504286253,20.7054506728733,20.8249891555947,20.9365796471194,21.0641625260475,21.2185907192979,21.288710112426,21.3714880478767,21.4619619953309,21.5629923209089,21.6874493682811
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Kenya,KEN,2.08088241618167,2.0538801089526,2.01844513135609,1.98146204382235,1.95135949055728,1.93234579429558,1.95128689025411,1.97833651572621,2.01287210554855,2.05384768818795,2.10104001943593,2.17634987725358,2.25610560588208,2.33918661191556,2.42382670984367,2.50918631382811
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Mexico,MEX,5.62497295533692,5.71235520648618,5.81166055277459,5.91934030464087,6.03016593228722,6.14318167896122,6.24420542366424,6.3433942457313,6.44976025304518,6.57479338977563,6.7247161862432,6.8733203249054,7.04077048486791,7.22368498087198,7.41666060424488,7.61810383432982
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Switzerland,CHE,15.7835662889126,15.9539380618663,16.1490633784186,16.3701207204,16.6176555614295,16.8913676135836,17.0997517134202,17.3301938108984,17.5721104695372,17.8004465511951,17.9973302879733,18.2289036991655,18.4308671298436,18.6232165647717,18.8379960576695,19.0975411751085
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,United States,USA,12.3117114938844,12.3809160556302,12.4718681790523,12.5951145979011,12.7626484656842,12.9817726024576,13.2502621355322,13.5614320272468,13.9050443081105,14.2676996042196,14.6428847122761,15.0336787501808,15.4193658960742,15.8076540556035,16.2096061428511,16.6309257142475
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,"Venezuela, RB",VEN,4.96515892001978,5.07661881325699,5.19080756073652,5.30951990155389,5.43451004564267,5.56784226689648,5.71217875015655,5.85928119147285,6.0130908792977,6.17970900877703,6.36488559256154,6.6436402757606,6.94368203720475,7.26698662012597,7.6109903731012,7.97269933752849
"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,Australia,AUS,14.0979934261096,14.1165587113036,14.1392627967344,14.1875031870634,14.2885665992145,14.456013214974,14.6536461715678,14.9032058271907,15.1853945339375,15.470739427593,15.7446600124059,16.0233289311627,16.283743175277,16.5389515247849,16.8124538557049,17.1200544696552
"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,Canada,CAN,14.6904879742231,14.8085277855928,14.9455664542068,15.1131848130433,15.3268443177301,15.5974412751824,15.8681731238282,16.1943382178139,16.5645973493865,16.9585212702557,17.3646402786396,17.7523480785811,18.1331231130747,18.5204478409321,18.9357739753283,19.392541149046
"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,Chad,TCD,2.94025784905197,2.90866722009929,2.87628702922299,2.84236661514066,2.80528454337504,2.76503065569482,2.73546878564184,2.70146404359506,2.66932928304857,2.64692069302758,2.63776698956337,2.65105272891358,2.67054590163629,2.692245772835,2.71089707952058,2.72423379974614
"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,Germany,DEU,21.767465463329,22.1506363461325,22.4610544248003,22.7093303359184,22.9206910171832,23.1154454817437,23.2171323166306,23.292557917766,23.3709812208363,23.4779327129265,23.623208089631,23.6676927356501,23.739655583864,23.8288649227272,23.9348597403549,24.0720279822283
"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,Kenya,KEN,2.4117331118827,2.38204348990571,2.3436624861773,2.30419366170477,2.27311580131533,2.25510142264553,2.27259239685335,2.30002560735944,2.33680422241629,2.38180095260976,2.43470108604305,2.51676370548381,2.60520713779318,2.69850807635466,2.79427489883876,2.8912267145405
"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,Mexico,MEX,6.07989144657751,6.16461608410616,6.26218855299607,6.36996894304562,6.48376856544156,6.60323735951718,6.70630106831996,6.81062695846891,6.92559632243423,7.06312565859923,7.2296964798966,7.39015126149632,7.57374618532579,7.77709923612024,7.99464973804142,8.2246701995575
"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,Switzerland,CHE,18.0666370002477,18.1966554994023,18.3534872237738,18.5392169247785,18.7559737335557,19.0047476106788,19.1448617922926,19.3120342232277,19.4983521582084,19.6808297770061,19.8418550532074,20.0276277054394,20.1888948665745,20.3428899461344,20.5180455815457,20.7364187325297
"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,United States,USA,13.9640008258835,13.9976400552086,14.0637743097106,14.1711219540691,14.3281757892889,14.5400605633385,14.7926313013218,15.0915346277833,15.4265918014393,15.7850664815396,16.1613409295653,16.5460883880156,16.9289163187058,17.3183560235252,17.7261657697371,18.1583726561265
"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,"Venezuela, RB",VEN,5.48243539336843,5.60196553971113,5.725609429433,5.85550320683231,5.99395267263173,6.14353384580384,6.29759144486586,6.45678254980016,6.6250220890275,6.80849631248311,7.013313117336,7.31266865249936,7.63685832277626,7.98845847421073,8.36586538458216,8.76712362892811
"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,Australia,AUS,11.6395826086197,11.7332382554576,11.8223136138151,11.9287820471645,12.0824018593289,12.2975201121508,12.6061024473662,12.9552147900463,13.3163585056717,13.6550073355115,13.9584607753815,14.2528197697318,14.5180739521786,14.7675277800315,15.0230760754793,15.2987114746675
"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,Canada,CAN,11.5176661120255,11.7030845066573,11.9030514369552,12.1268872986017,12.3859296631287,12.6873530853378,13.0120596679328,13.3914678863015,13.8172734455597,14.2663921534501,14.7207214812156,15.136828622175,15.5317414871829,15.9239328623382,16.3406620009612,16.7970643883482
"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,Chad,TCD,2.45078203381261,2.43597811322492,2.41826523099184,2.39732659674733,2.3721417734815,2.34277938232035,2.32624589620282,2.30493979949574,2.28269418401509,2.2638046320982,2.25083764879503,2.2559336528955,2.26222724660684,2.26807251567264,2.27169776052374,2.27226996513487
"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,Germany,DEU,15.8342573186066,16.368021250991,16.8281068652317,17.2236123817073,17.5725041965848,17.887249224573,18.0971800926571,18.2662654007278,18.41546404234,18.567293043879,18.7339675127962,18.8355226468617,18.9343464810566,19.0311187010646,19.1319838013494,19.248042135304
"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,Kenya,KEN,1.74491275766389,1.7207637411633,1.68842606913608,1.65407135462318,1.62506181224414,1.60505791361111,1.625601321424,1.65231563452169,1.68459138234477,1.72153487862774,1.76298992259428,1.83141298950793,1.90246211825167,1.97525843512818,2.04869142484786,2.1223887080302
"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,Mexico,MEX,5.14958982748314,5.239943404138,5.34117105826802,5.44881753785107,5.55662131150625,5.66300510889377,5.7618091998251,5.85554340399019,5.95282609115286,6.06470349858624,6.19711112350233,6.3334133516473,6.48407411036187,6.64569600089072,6.81305902709489,6.9847077964835
"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,Switzerland,CHE,13.4026272123894,13.620999353088,13.8614431794024,14.1243520326836,14.4087367853617,14.712811144667,14.9965546628521,15.2965085225469,15.5993517108449,15.8782029656503,16.1149182368371,16.3955207858697,16.6406280579255,16.8738725608036,17.1302527941087,17.4329847253431
"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,United States,USA,10.6156390149843,10.7224183432874,10.8395038306629,10.9794496647623,11.1579990851894,11.384788938091,11.6709144514969,11.9956998461142,12.348940359733,12.7166197129757,13.091382604609,13.4889033909268,13.8778650408684,14.2651769230979,14.6612409338125,15.0714863227395
"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,"Venezuela, RB",VEN,4.44899593026824,4.5516984030385,4.65573445062013,4.76256354420962,4.87337216983141,4.98973343868633,5.12340251604547,5.25748822880791,5.3958915580328,5.54457292865877,5.70884627211247,5.96421899373203,6.23690479429859,6.52812064097037,6.83445651434067,7.15184028066779
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Australia,AUS,67.3141218343844,67.4830971753657,67.6174574294628,67.6837386642461,67.6715177718794,67.5911079551186,67.3338287632519,67.0838407422162,66.8267948368588,66.5514444053048,66.2580494091257,65.9065730162399,65.5309417025767,65.1529077338752,64.8033515429272,64.4945169162338
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Canada,CAN,69.2065015293815,69.3303408825163,69.4276791504025,69.4763348261205,69.4556581705621,69.357773222125,69.1335188560903,68.8993795606957,68.6308948007577,68.3150902258466,67.9548843196081,67.6469556724162,67.28747162393,66.8977424466943,66.506203368219,66.1203862397467
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Chad,TCD,48.1582028385106,48.1345061988363,48.1849920096313,48.3011444985277,48.4700756832936,48.6787131605598,48.7955899972413,48.9711883298461,49.1902194126319,49.4410244002188,49.7186268135263,49.9074968101164,50.1327084490236,50.393181066809,50.687413635122,51.0111248942521
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Germany,DEU,66.7150433096359,66.5049534794839,66.3116670314648,66.1371117608333,65.992669637999,65.8788668173044,65.7852529060684,65.7482093825583,65.7323487351617,65.68373814054,65.5644705515865,65.3959908493306,65.177823589612,64.9170079001335,64.6375192034153,64.3569551788337
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Kenya,KEN,53.8921463119553,54.0815829187432,54.1913627089512,54.2713794520559,54.4033229644315,54.6263043687425,54.8499761708863,55.1783625759348,55.5814203876755,56.0138783562461,56.4557151693827,56.9216999411272,57.3938820427461,57.8786464540153,58.3827990325175,58.9012100433659
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Mexico,MEX,62.5378190162987,62.8647218454589,63.2387235885386,63.6337486374058,64.0112154402062,64.3491308048508,64.6788271482325,64.9567954678505,65.1952915041032,65.4188112366928,65.6393151459625,65.821789391381,66.0200045642909,66.2194668282759,66.3982212450791,66.5466307075596
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,Switzerland,CHE,67.9271014737608,68.0289296346265,68.1033867402098,68.13834405924,68.1232108591532,68.0502902220927,67.9424994991774,67.8013594385223,67.6194659729743,67.413656491919,67.2093433894495,66.938538890063,66.6966381907622,66.4658286661214,66.2213280427499,65.94382747161
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,United States,USA,66.8071542766919,66.8015565301074,66.838223954126,66.880046517597,66.8780843406327,66.8134265887699,66.7246048062274,66.6153980358509,66.4779068738499,66.3160579782416,66.1333886980394,65.9429787679709,65.7221060220984,65.4833059619314,65.2410767325889,64.9973268643096
Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,"Venezuela, RB",VEN,63.345289219723,63.6220654495085,63.8838892658842,64.1245792780908,64.3385865988627,64.5246719929789,64.6922269184641,64.8135337558667,64.9160875510056,65.0512026641309,65.2547157288874,65.1392077150525,65.0856982015533,65.0663627988088,64.9847844157012,64.7646253297763
